Order_ID,Order_Date,Year,Month,Quarter,Region,State,Customer_Segment,Category,Product_Name,Quantity,Unit_Price,Unit_Cost,Discount,Sales,Cost,Profit,Profit_Margin
ORD-01491,2024-05-19,2024,5,Q2,Central,Chhattisgarh,Consumer,Food & Beverages,Protein Powder,4,40.5,18.44,0.1,162.0,73.76,88.24,54.47
ORD-01492,2024-02-18,2024,2,Q1,East,Assam,Consumer,Clothing,Running Shoes,5,85.0,36.66,0.0,425.0,183.3,241.7,56.87
ORD-01493,2024-11-15,2024,11,Q4,Central,Himachal Pradesh,Corporate,Beauty,Hair Care Kit,3,55.0,19.75,0.0,165.0,59.25,105.75,64.09
ORD-01494,2023-05-29,2023,5,Q2,Central,Uttar Pradesh,Corporate,Books,Data Science Handbook,4,31.5,14.27,0.3,126.0,57.08,68.92,54.7
ORD-01495,2024-10-11,2024,10,Q4,North,Punjab,Consumer,Clothing,Formal Suit,8,266.0,127.97,0.05,2128.0,1023.76,1104.24,51.89
ORD-01496,2024-10-05,2024,10,Q4,Central,Uttarakhand,Consumer,Clothing,Formal Suit,5,266.0,125.03,0.05,1330.0,625.15,704.85,53.0
ORD-01497,2023-10-14,2023,10,Q4,Central,Madhya Pradesh,Consumer,Beauty,Hair Care Kit,6,46.75,19.97,0.15,280.5,119.82,160.68,57.28
ORD-01498,2024-07-16,2024,7,Q3,West,Maharashtra,Corporate,Clothing,Formal Suit,5,280.0,128.25,0.0,1400.0,641.25,758.75,54.2
ORD-01499,2024-10-19,2024,10,Q4,North,Uttarakhand,Consumer,Clothing,Denim Jeans,2,60.0,22.47,0.0,120.0,44.94,75.06,62.55
ORD-01500,2023-05-10,2023,5,Q2,East,Bihar,Consumer,Food & Beverages,Organic Coffee,9,18.0,6.19,0.0,162.0,55.71,106.29,65.61
ORD-01501,2024-06-07,2024,6,Q2,South,Karnataka,Corporate,Clothing,Winter Jacket,4,102.0,54.2,0.15,408.0,216.8,191.2,46.86
ORD-01502,2024-09-07,2024,9,Q3,South,Telangana,Home Office,Food & Beverages,Olive Oil Premium,6,20.9,8.15,0.05,125.4,48.9,76.5,61.0
ORD-01503,2024-06-27,2024,6,Q2,South,Kerala,Consumer,Sports,Swimming Goggles,4,22.4,10.25,0.2,89.6,41.0,48.6,54.24
ORD-01504,2023-06-05,2023,6,Q2,Central,Himachal Pradesh,Consumer,Clothing,Winter Jacket,7,120.0,57.21,0.0,840.0,400.47,439.53,52.33
ORD-01505,2024-03-07,2024,3,Q1,West,Goa,Consumer,Sports,Tennis Racket,1,85.0,38.79,0.0,85.0,38.79,46.21,54.36
ORD-01506,2024-11-15,2024,11,Q4,East,Odisha,Home Office,Food & Beverages,Organic Coffee,1,15.3,5.78,0.15,15.3,5.78,9.52,62.22
ORD-01507,2024-05-07,2024,5,Q2,South,Karnataka,Consumer,Electronics,"Smart TV 55""",7,630.0,389.94,0.1,4410.0,2729.58,1680.42,38.1
ORD-01508,2023-12-25,2023,12,Q4,North,Punjab,Home Office,Clothing,Denim Jeans,2,51.0,22.19,0.15,102.0,44.38,57.62,56.49
ORD-01509,2024-11-19,2024,11,Q4,South,Karnataka,Consumer,Sports,Tennis Racket,1,76.5,38.08,0.1,76.5,38.08,38.42,50.22
ORD-01510,2024-06-20,2024,6,Q2,North,Uttarakhand,Consumer,Sports,Tennis Racket,2,80.75,38.42,0.05,161.5,76.84,84.66,52.42
ORD-01511,2023-06-07,2023,6,Q2,North,Haryana,Home Office,Beauty,Skincare Set,7,68.0,29.27,0.2,476.0,204.89,271.11,56.96
ORD-01512,2024-10-03,2024,10,Q4,West,Goa,Corporate,Beauty,Makeup Palette,5,65.0,24.01,0.0,325.0,120.05,204.95,63.06
ORD-01513,2024-09-09,2024,9,Q3,Central,Madhya Pradesh,Consumer,Books,Self-Help Guide,7,26.6,9.12,0.05,186.2,63.84,122.36,65.71
ORD-01514,2023-10-14,2023,10,Q4,East,Bihar,Corporate,Clothing,Casual T-Shirt,6,25.0,7.68,0.0,150.0,46.08,103.92,69.28
ORD-01515,2024-05-12,2024,5,Q2,South,Telangana,Consumer,Food & Beverages,Green Tea Pack,2,8.4,4.13,0.3,16.8,8.26,8.54,50.83
ORD-01516,2024-05-14,2024,5,Q2,Central,Himachal Pradesh,Corporate,Clothing,Formal Suit,7,280.0,124.9,0.0,1960.0,874.3,1085.7,55.39
ORD-01517,2024-10-20,2024,10,Q4,North,Uttarakhand,Consumer,Beauty,Perfume Collection,6,108.0,45.94,0.1,648.0,275.64,372.36,57.46
ORD-01518,2024-09-10,2024,9,Q3,West,Goa,Corporate,Electronics,"Smart TV 55""",8,630.0,400.91,0.1,5040.0,3207.28,1832.72,36.36
ORD-01519,2024-02-13,2024,2,Q1,West,Maharashtra,Consumer,Electronics,Smartphone X,2,900.0,545.17,0.0,1800.0,1090.34,709.66,39.43
ORD-01520,2023-01-30,2023,1,Q1,West,Rajasthan,Consumer,Sports,Tennis Racket,4,85.0,39.08,0.0,340.0,156.32,183.68,54.02
ORD-01521,2023-11-29,2023,11,Q4,West,Rajasthan,Corporate,Electronics,Tablet Air,9,405.0,256.02,0.1,3645.0,2304.18,1340.82,36.79
ORD-01522,2023-12-23,2023,12,Q4,South,Andhra Pradesh,Home Office,Clothing,Formal Suit,9,238.0,134.37,0.15,2142.0,1209.33,932.67,43.54
ORD-01523,2023-08-22,2023,8,Q3,East,Bihar,Consumer,Sports,Cycling Helmet,6,58.5,28.39,0.1,351.0,170.34,180.66,51.47
ORD-01524,2024-01-27,2024,1,Q1,South,Kerala,Home Office,Furniture,Bookshelf,8,144.0,76.91,0.2,1152.0,615.28,536.72,46.59
ORD-01525,2023-06-22,2023,6,Q2,East,West Bengal,Consumer,Food & Beverages,Olive Oil Premium,9,22.0,8.05,0.0,198.0,72.45,125.55,63.41
ORD-01526,2023-07-02,2023,7,Q3,West,Madhya Pradesh,Corporate,Electronics,"Laptop Pro 15""",10,960.0,813.06,0.2,9600.0,8130.6,1469.4,15.31
ORD-01527,2023-09-27,2023,9,Q3,South,Kerala,Corporate,Furniture,Sofa Set,2,960.0,614.18,0.2,1920.0,1228.36,691.64,36.02
ORD-01528,2023-10-28,2023,10,Q4,Central,Himachal Pradesh,Home Office,Clothing,Running Shoes,8,68.0,34.11,0.2,544.0,272.88,271.12,49.84
ORD-01529,2023-06-08,2023,6,Q2,East,West Bengal,Consumer,Books,Business Strategy,4,30.4,11.93,0.2,121.6,47.72,73.88,60.76
ORD-01530,2023-08-10,2023,8,Q3,South,Tamil Nadu,Consumer,Beauty,Anti-Aging Cream,8,76.0,37.68,0.2,608.0,301.44,306.56,50.42
ORD-01531,2024-07-18,2024,7,Q3,Central,Chhattisgarh,Consumer,Books,Tech Encyclopedia,7,49.5,18.7,0.1,346.5,130.9,215.6,62.22
ORD-01532,2024-02-01,2024,2,Q1,East,Bihar,Corporate,Clothing,Casual T-Shirt,6,20.0,8.35,0.2,120.0,50.1,69.9,58.25
ORD-01533,2023-11-24,2023,11,Q4,Central,Madhya Pradesh,Consumer,Sports,Tennis Racket,4,72.25,38.3,0.15,289.0,153.2,135.8,46.99
ORD-01534,2023-04-09,2023,4,Q2,Central,Uttarakhand,Corporate,Electronics,Tablet Air,4,382.5,255.44,0.15,1530.0,1021.76,508.24,33.22
ORD-01535,2024-10-22,2024,10,Q4,Central,Chhattisgarh,Consumer,Food & Beverages,Organic Coffee,8,16.2,6.0,0.1,129.6,48.0,81.6,62.96
ORD-01536,2024-03-22,2024,3,Q1,North,Punjab,Consumer,Furniture,Office Chair,6,304.0,153.09,0.05,1824.0,918.54,905.46,49.64
ORD-01537,2023-03-07,2023,3,Q1,East,West Bengal,Home Office,Clothing,Casual T-Shirt,1,21.25,7.99,0.15,21.25,7.99,13.26,62.4
ORD-01538,2024-12-22,2024,12,Q4,South,Andhra Pradesh,Consumer,Furniture,Coffee Table,5,220.0,95.66,0.0,1100.0,478.3,621.7,56.52
ORD-01539,2024-06-04,2024,6,Q2,West,Gujarat,Corporate,Beauty,Anti-Aging Cream,6,76.0,39.79,0.2,456.0,238.74,217.26,47.64
ORD-01540,2023-02-24,2023,2,Q1,East,Assam,Consumer,Beauty,Anti-Aging Cream,2,90.25,38.88,0.05,180.5,77.76,102.74,56.92
ORD-01541,2023-07-19,2023,7,Q3,South,Telangana,Corporate,Beauty,Perfume Collection,1,108.0,44.98,0.1,108.0,44.98,63.02,58.35
ORD-01542,2023-05-03,2023,5,Q2,East,West Bengal,Consumer,Furniture,Sofa Set,7,1200.0,598.46,0.0,8400.0,4189.22,4210.78,50.13
ORD-01543,2023-12-18,2023,12,Q4,South,Tamil Nadu,Consumer,Electronics,"Smart TV 55""",5,665.0,387.38,0.05,3325.0,1936.9,1388.1,41.75
ORD-01544,2024-02-16,2024,2,Q1,South,Karnataka,Consumer,Food & Beverages,Organic Coffee,6,17.1,5.76,0.05,102.6,34.56,68.04,66.32
ORD-01545,2023-09-21,2023,9,Q3,North,Uttarakhand,Consumer,Food & Beverages,Green Tea Pack,2,12.0,4.19,0.0,24.0,8.38,15.62,65.08
ORD-01546,2024-06-25,2024,6,Q2,North,Delhi,Consumer,Clothing,Formal Suit,10,280.0,124.4,0.0,2800.0,1244.0,1556.0,55.57
ORD-01547,2023-06-26,2023,6,Q2,South,Telangana,Consumer,Food & Beverages,Green Tea Pack,2,9.6,4.17,0.2,19.2,8.34,10.86,56.56
ORD-01548,2024-09-06,2024,9,Q3,East,Assam,Consumer,Furniture,Standing Desk,9,550.0,288.93,0.0,4950.0,2600.37,2349.63,47.47
ORD-01549,2023-02-01,2023,2,Q1,Central,Uttar Pradesh,Home Office,Beauty,Skincare Set,5,63.75,28.82,0.25,318.75,144.1,174.65,54.79
ORD-01550,2024-11-30,2024,11,Q4,South,Telangana,Corporate,Beauty,Makeup Palette,4,58.5,26.24,0.1,234.0,104.96,129.04,55.15
ORD-01551,2023-12-12,2023,12,Q4,West,Madhya Pradesh,Corporate,Books,Data Science Handbook,9,45.0,14.62,0.0,405.0,131.58,273.42,67.51
ORD-01552,2023-05-25,2023,5,Q2,South,Andhra Pradesh,Consumer,Furniture,Bookshelf,1,144.0,78.16,0.2,144.0,78.16,65.84,45.72
ORD-01553,2024-11-06,2024,11,Q4,Central,Uttar Pradesh,Corporate,Electronics,Smartphone X,9,810.0,561.12,0.1,7290.0,5050.08,2239.92,30.73
ORD-01554,2024-06-18,2024,6,Q2,West,Madhya Pradesh,Corporate,Clothing,Running Shoes,8,72.25,34.28,0.15,578.0,274.24,303.76,52.55
ORD-01555,2024-10-03,2024,10,Q4,West,Goa,Consumer,Electronics,"Laptop Pro 15""",8,1200.0,804.9,0.0,9600.0,6439.2,3160.8,32.93
ORD-01556,2024-09-16,2024,9,Q3,West,Rajasthan,Consumer,Books,Fiction Bestseller,1,20.9,6.68,0.05,20.9,6.68,14.22,68.04
ORD-01557,2023-04-02,2023,4,Q2,East,Assam,Corporate,Food & Beverages,Protein Powder,6,38.25,18.06,0.15,229.5,108.36,121.14,52.78
ORD-01558,2023-02-18,2023,2,Q1,East,Jharkhand,Consumer,Beauty,Skincare Set,7,72.25,30.07,0.15,505.75,210.49,295.26,58.38
ORD-01559,2023-07-02,2023,7,Q3,Central,Madhya Pradesh,Corporate,Electronics,Wireless Headphones,2,237.5,116.23,0.05,475.0,232.46,242.54,51.06
ORD-01560,2023-08-15,2023,8,Q3,East,West Bengal,Corporate,Furniture,Coffee Table,10,220.0,99.01,0.0,2200.0,990.1,1209.9,55.0
ORD-01561,2023-07-30,2023,7,Q3,North,Haryana,Consumer,Clothing,Casual T-Shirt,3,17.5,8.26,0.3,52.5,24.78,27.72,52.8
ORD-01562,2024-01-16,2024,1,Q1,West,Maharashtra,Consumer,Food & Beverages,Olive Oil Premium,5,17.6,7.94,0.2,88.0,39.7,48.3,54.89
ORD-01563,2024-08-07,2024,8,Q3,East,Odisha,Home Office,Sports,Tennis Racket,7,76.5,37.68,0.1,535.5,263.76,271.74,50.75
ORD-01564,2024-02-28,2024,2,Q1,West,Rajasthan,Corporate,Electronics,"Smart TV 55""",5,630.0,405.06,0.1,3150.0,2025.3,1124.7,35.7
ORD-01565,2024-02-09,2024,2,Q1,North,Himachal Pradesh,Consumer,Sports,Yoga Mat,2,35.0,12.48,0.0,70.0,24.96,45.04,64.34
ORD-01566,2024-05-15,2024,5,Q2,North,Punjab,Corporate,Electronics,Smartphone X,7,900.0,538.25,0.0,6300.0,3767.75,2532.25,40.19
ORD-01567,2024-08-06,2024,8,Q3,East,West Bengal,Corporate,Furniture,Standing Desk,2,495.0,279.94,0.1,990.0,559.88,430.12,43.45
ORD-01568,2023-05-11,2023,5,Q2,Central,Uttar Pradesh,Consumer,Electronics,Wireless Headphones,1,200.0,116.21,0.2,200.0,116.21,83.79,41.9
ORD-01569,2024-12-11,2024,12,Q4,North,Punjab,Consumer,Clothing,Running Shoes,8,76.5,33.39,0.1,612.0,267.12,344.88,56.35
ORD-01570,2024-05-30,2024,5,Q2,South,Karnataka,Corporate,Electronics,"Laptop Pro 15""",3,1200.0,836.03,0.0,3600.0,2508.09,1091.91,30.33
ORD-01571,2023-06-29,2023,6,Q2,East,Jharkhand,Consumer,Food & Beverages,Energy Bars Box,7,30.0,11.75,0.0,210.0,82.25,127.75,60.83
ORD-01572,2023-03-07,2023,3,Q1,South,Karnataka,Corporate,Clothing,Denim Jeans,1,48.0,21.05,0.2,48.0,21.05,26.95,56.15
ORD-01573,2023-09-09,2023,9,Q3,Central,Himachal Pradesh,Consumer,Electronics,Tablet Air,6,450.0,254.62,0.0,2700.0,1527.72,1172.28,43.42
ORD-01574,2024-02-24,2024,2,Q1,Central,Himachal Pradesh,Consumer,Sports,Tennis Racket,6,85.0,39.53,0.0,510.0,237.18,272.82,53.49
ORD-01575,2024-12-01,2024,12,Q4,South,Tamil Nadu,Consumer,Food & Beverages,Energy Bars Box,10,30.0,11.67,0.0,300.0,116.7,183.3,61.1
ORD-01576,2024-10-05,2024,10,Q4,North,Uttarakhand,Corporate,Electronics,"Smart TV 55""",10,630.0,391.3,0.1,6300.0,3913.0,2387.0,37.89
ORD-01577,2024-09-22,2024,9,Q3,West,Goa,Home Office,Clothing,Denim Jeans,10,60.0,23.06,0.0,600.0,230.6,369.4,61.57
ORD-01578,2024-10-13,2024,10,Q4,West,Goa,Home Office,Electronics,Tablet Air,6,450.0,244.67,0.0,2700.0,1468.02,1231.98,45.63
ORD-01579,2023-06-28,2023,6,Q2,West,Rajasthan,Home Office,Clothing,Winter Jacket,7,102.0,53.04,0.15,714.0,371.28,342.72,48.0
ORD-01580,2024-04-15,2024,4,Q2,West,Madhya Pradesh,Home Office,Beauty,Perfume Collection,6,120.0,44.58,0.0,720.0,267.48,452.52,62.85
ORD-01581,2024-03-03,2024,3,Q1,West,Goa,Consumer,Furniture,Bookshelf,6,180.0,74.24,0.0,1080.0,445.44,634.56,58.76
ORD-01582,2024-06-26,2024,6,Q2,South,Karnataka,Consumer,Electronics,Wireless Headphones,10,250.0,119.56,0.0,2500.0,1195.6,1304.4,52.18
ORD-01583,2024-02-23,2024,2,Q1,East,Bihar,Consumer,Electronics,"Laptop Pro 15""",9,1080.0,784.03,0.1,9720.0,7056.27,2663.73,27.4
ORD-01584,2024-09-30,2024,9,Q3,West,Maharashtra,Consumer,Clothing,Running Shoes,7,63.75,34.76,0.25,446.25,243.32,202.93,45.47
ORD-01585,2024-03-29,2024,3,Q1,North,Punjab,Consumer,Sports,Tennis Racket,10,72.25,38.54,0.15,722.5,385.4,337.1,46.66
ORD-01586,2024-08-11,2024,8,Q3,South,Karnataka,Consumer,Furniture,Standing Desk,8,550.0,292.12,0.0,4400.0,2336.96,2063.04,46.89
ORD-01587,2024-09-19,2024,9,Q3,Central,Uttar Pradesh,Corporate,Books,Data Science Handbook,1,45.0,15.54,0.0,45.0,15.54,29.46,65.47
ORD-01588,2023-02-24,2023,2,Q1,East,West Bengal,Consumer,Beauty,Perfume Collection,3,90.0,44.13,0.25,270.0,132.39,137.61,50.97
ORD-01589,2023-03-09,2023,3,Q1,East,Assam,Home Office,Food & Beverages,Energy Bars Box,8,30.0,11.61,0.0,240.0,92.88,147.12,61.3
ORD-01590,2023-11-07,2023,11,Q4,North,Uttarakhand,Consumer,Beauty,Perfume Collection,7,120.0,46.85,0.0,840.0,327.95,512.05,60.96
ORD-01591,2024-02-24,2024,2,Q1,South,Telangana,Corporate,Furniture,Bookshelf,4,126.0,76.23,0.3,504.0,304.92,199.08,39.5
ORD-01592,2023-05-31,2023,5,Q2,West,Maharashtra,Corporate,Electronics,"Smart TV 55""",8,700.0,386.82,0.0,5600.0,3094.56,2505.44,44.74
ORD-01593,2023-01-21,2023,1,Q1,Central,Madhya Pradesh,Home Office,Food & Beverages,Protein Powder,8,36.0,18.85,0.2,288.0,150.8,137.2,47.64
ORD-01594,2024-11-18,2024,11,Q4,Central,Madhya Pradesh,Home Office,Beauty,Hair Care Kit,2,55.0,20.25,0.0,110.0,40.5,69.5,63.18
ORD-01595,2024-11-24,2024,11,Q4,West,Gujarat,Consumer,Beauty,Perfume Collection,6,120.0,46.32,0.0,720.0,277.92,442.08,61.4
ORD-01596,2023-03-27,2023,3,Q1,East,Assam,Home Office,Furniture,Coffee Table,10,209.0,91.86,0.05,2090.0,918.6,1171.4,56.05
ORD-01597,2023-09-16,2023,9,Q3,South,Telangana,Consumer,Food & Beverages,Organic Coffee,8,18.0,5.8,0.0,144.0,46.4,97.6,67.78
ORD-01598,2024-10-26,2024,10,Q4,South,Kerala,Consumer,Beauty,Hair Care Kit,1,55.0,20.99,0.0,55.0,20.99,34.01,61.84
ORD-01599,2024-11-03,2024,11,Q4,West,Maharashtra,Consumer,Electronics,Tablet Air,1,382.5,237.98,0.15,382.5,237.98,144.52,37.78
ORD-01600,2024-01-25,2024,1,Q1,South,Andhra Pradesh,Consumer,Electronics,Smartphone X,7,900.0,566.67,0.0,6300.0,3966.69,2333.31,37.04
ORD-01601,2024-03-10,2024,3,Q1,West,Rajasthan,Consumer,Clothing,Casual T-Shirt,9,25.0,7.83,0.0,225.0,70.47,154.53,68.68
ORD-01602,2023-03-27,2023,3,Q1,West,Maharashtra,Corporate,Beauty,Anti-Aging Cream,2,95.0,36.59,0.0,190.0,73.18,116.82,61.48
ORD-01603,2023-04-20,2023,4,Q2,South,Tamil Nadu,Consumer,Electronics,Tablet Air,4,382.5,259.09,0.15,1530.0,1036.36,493.64,32.26
ORD-01604,2023-01-10,2023,1,Q1,North,Haryana,Home Office,Food & Beverages,Protein Powder,10,40.5,18.67,0.1,405.0,186.7,218.3,53.9
ORD-01605,2024-04-16,2024,4,Q2,East,West Bengal,Corporate,Electronics,Wireless Headphones,4,200.0,125.12,0.2,800.0,500.48,299.52,37.44
ORD-01606,2023-07-10,2023,7,Q3,North,Delhi,Consumer,Books,Business Strategy,4,38.0,11.5,0.0,152.0,46.0,106.0,69.74
ORD-01607,2023-11-25,2023,11,Q4,Central,Chhattisgarh,Consumer,Electronics,"Smart TV 55""",10,595.0,398.77,0.15,5950.0,3987.7,1962.3,32.98
ORD-01608,2024-11-23,2024,11,Q4,Central,Uttar Pradesh,Consumer,Food & Beverages,Organic Coffee,3,12.6,5.86,0.3,37.8,17.58,20.22,53.49
ORD-01609,2024-07-09,2024,7,Q3,Central,Chhattisgarh,Corporate,Sports,Yoga Mat,4,35.0,11.79,0.0,140.0,47.16,92.84,66.31
ORD-01610,2023-08-22,2023,8,Q3,South,Andhra Pradesh,Corporate,Food & Beverages,Olive Oil Premium,7,20.9,7.83,0.05,146.3,54.81,91.49,62.54
ORD-01611,2024-03-12,2024,3,Q1,East,Bihar,Corporate,Food & Beverages,Green Tea Pack,5,10.2,3.83,0.15,51.0,19.15,31.85,62.45
ORD-01612,2023-03-06,2023,3,Q1,West,Rajasthan,Home Office,Electronics,"Smart TV 55""",2,630.0,415.95,0.1,1260.0,831.9,428.1,33.98
ORD-01613,2024-04-01,2024,4,Q2,North,Delhi,Consumer,Books,Fiction Bestseller,10,19.8,6.7,0.1,198.0,67.0,131.0,66.16
ORD-01614,2023-09-26,2023,9,Q3,East,Jharkhand,Consumer,Books,Fiction Bestseller,8,22.0,6.99,0.0,176.0,55.92,120.08,68.23
ORD-01615,2024-07-13,2024,7,Q3,South,Karnataka,Corporate,Electronics,Smartphone X,7,855.0,547.89,0.05,5985.0,3835.23,2149.77,35.92
ORD-01616,2024-02-17,2024,2,Q1,West,Goa,Consumer,Electronics,"Smart TV 55""",7,525.0,414.93,0.25,3675.0,2904.51,770.49,20.97
ORD-01617,2023-11-21,2023,11,Q4,West,Gujarat,Consumer,Electronics,Wireless Headphones,3,225.0,116.21,0.1,675.0,348.63,326.37,48.35
ORD-01618,2023-04-08,2023,4,Q2,North,Himachal Pradesh,Consumer,Clothing,Running Shoes,1,80.75,33.8,0.05,80.75,33.8,46.95,58.14
ORD-01619,2024-07-16,2024,7,Q3,East,Odisha,Consumer,Food & Beverages,Energy Bars Box,7,28.5,12.42,0.05,199.5,86.94,112.56,56.42
ORD-01620,2024-05-14,2024,5,Q2,North,Haryana,Home Office,Electronics,Smartphone X,8,810.0,530.28,0.1,6480.0,4242.24,2237.76,34.53
ORD-01621,2024-06-15,2024,6,Q2,West,Gujarat,Consumer,Electronics,Smartphone X,3,900.0,539.58,0.0,2700.0,1618.74,1081.26,40.05
ORD-01622,2024-09-25,2024,9,Q3,West,Madhya Pradesh,Consumer,Electronics,Smartphone X,6,765.0,566.89,0.15,4590.0,3401.34,1188.66,25.9
ORD-01623,2023-05-12,2023,5,Q2,East,Assam,Home Office,Electronics,"Smart TV 55""",6,665.0,388.38,0.05,3990.0,2330.28,1659.72,41.6
ORD-01624,2023-12-01,2023,12,Q4,South,Kerala,Corporate,Beauty,Makeup Palette,5,58.5,25.19,0.1,292.5,125.95,166.55,56.94
ORD-01625,2023-12-06,2023,12,Q4,South,Karnataka,Home Office,Books,Tech Encyclopedia,4,46.75,18.2,0.15,187.0,72.8,114.2,61.07
ORD-01626,2023-09-13,2023,9,Q3,West,Madhya Pradesh,Consumer,Electronics,Tablet Air,2,450.0,241.21,0.0,900.0,482.42,417.58,46.4
ORD-01627,2023-11-26,2023,11,Q4,North,Uttarakhand,Consumer,Food & Beverages,Green Tea Pack,2,11.4,4.11,0.05,22.8,8.22,14.58,63.95
ORD-01628,2023-10-10,2023,10,Q4,South,Kerala,Corporate,Electronics,Wireless Headphones,4,225.0,117.93,0.1,900.0,471.72,428.28,47.59
ORD-01629,2024-09-27,2024,9,Q3,West,Madhya Pradesh,Consumer,Clothing,Casual T-Shirt,8,17.5,8.08,0.3,140.0,64.64,75.36,53.83
ORD-01630,2024-07-03,2024,7,Q3,South,Karnataka,Home Office,Food & Beverages,Organic Coffee,5,15.3,6.14,0.15,76.5,30.7,45.8,59.87
ORD-01631,2023-07-19,2023,7,Q3,Central,Himachal Pradesh,Consumer,Books,Self-Help Guide,1,28.0,8.73,0.0,28.0,8.73,19.27,68.82
ORD-01632,2023-10-31,2023,10,Q4,North,Delhi,Corporate,Sports,Yoga Mat,6,33.25,12.49,0.05,199.5,74.94,124.56,62.44
ORD-01633,2023-06-01,2023,6,Q2,West,Goa,Corporate,Food & Beverages,Green Tea Pack,2,9.0,3.98,0.25,18.0,7.96,10.04,55.78
ORD-01634,2023-07-22,2023,7,Q3,Central,Uttarakhand,Consumer,Food & Beverages,Green Tea Pack,1,12.0,4.15,0.0,12.0,4.15,7.85,65.42
ORD-01635,2024-07-19,2024,7,Q3,West,Rajasthan,Consumer,Books,Self-Help Guide,9,28.0,8.94,0.0,252.0,80.46,171.54,68.07
ORD-01636,2023-11-28,2023,11,Q4,West,Gujarat,Consumer,Books,Data Science Handbook,5,45.0,15.38,0.0,225.0,76.9,148.1,65.82
ORD-01637,2023-02-10,2023,2,Q1,Central,Uttar Pradesh,Corporate,Sports,Cycling Helmet,2,48.75,26.99,0.25,97.5,53.98,43.52,44.64
ORD-01638,2023-04-15,2023,4,Q2,Central,Chhattisgarh,Home Office,Clothing,Casual T-Shirt,6,25.0,7.93,0.0,150.0,47.58,102.42,68.28
ORD-01639,2023-03-13,2023,3,Q1,West,Goa,Corporate,Food & Beverages,Energy Bars Box,3,28.5,11.51,0.05,85.5,34.53,50.97,59.61
ORD-01640,2023-08-01,2023,8,Q3,West,Gujarat,Consumer,Beauty,Hair Care Kit,4,55.0,20.29,0.0,220.0,81.16,138.84,63.11
ORD-01641,2024-07-25,2024,7,Q3,North,Delhi,Corporate,Sports,Cycling Helmet,1,65.0,28.72,0.0,65.0,28.72,36.28,55.82
ORD-01642,2023-06-06,2023,6,Q2,South,Telangana,Consumer,Furniture,Sofa Set,1,1140.0,587.38,0.05,1140.0,587.38,552.62,48.48
ORD-01643,2023-01-25,2023,1,Q1,West,Madhya Pradesh,Consumer,Clothing,Winter Jacket,4,120.0,54.95,0.0,480.0,219.8,260.2,54.21
ORD-01644,2023-12-24,2023,12,Q4,North,Uttarakhand,Home Office,Food & Beverages,Protein Powder,7,45.0,18.07,0.0,315.0,126.49,188.51,59.84
ORD-01645,2024-10-04,2024,10,Q4,Central,Madhya Pradesh,Consumer,Clothing,Denim Jeans,3,48.0,22.56,0.2,144.0,67.68,76.32,53.0
ORD-01646,2023-09-20,2023,9,Q3,East,Odisha,Consumer,Clothing,Winter Jacket,5,114.0,54.7,0.05,570.0,273.5,296.5,52.02
ORD-01647,2024-10-29,2024,10,Q4,Central,Uttarakhand,Consumer,Electronics,"Smart TV 55""",2,595.0,414.97,0.15,1190.0,829.94,360.06,30.26
ORD-01648,2023-07-24,2023,7,Q3,Central,Madhya Pradesh,Corporate,Sports,Swimming Goggles,5,28.0,9.55,0.0,140.0,47.75,92.25,65.89
ORD-01649,2024-10-03,2024,10,Q4,South,Telangana,Home Office,Books,Business Strategy,9,38.0,11.41,0.0,342.0,102.69,239.31,69.97
ORD-01650,2023-07-05,2023,7,Q3,East,Odisha,Consumer,Sports,Tennis Racket,8,59.5,38.39,0.3,476.0,307.12,168.88,35.48
ORD-01651,2023-06-19,2023,6,Q2,West,Goa,Corporate,Clothing,Running Shoes,2,76.5,36.35,0.1,153.0,72.7,80.3,52.48
ORD-01652,2023-02-01,2023,2,Q1,Central,Uttar Pradesh,Home Office,Beauty,Skincare Set,5,80.75,30.69,0.05,403.75,153.45,250.3,61.99
ORD-01653,2023-06-13,2023,6,Q2,North,Delhi,Consumer,Food & Beverages,Energy Bars Box,6,30.0,11.9,0.0,180.0,71.4,108.6,60.33
ORD-01654,2023-01-23,2023,1,Q1,East,West Bengal,Home Office,Clothing,Casual T-Shirt,8,18.75,8.31,0.25,150.0,66.48,83.52,55.68
ORD-01655,2023-07-29,2023,7,Q3,North,Delhi,Home Office,Beauty,Perfume Collection,1,120.0,46.01,0.0,120.0,46.01,73.99,61.66
ORD-01656,2024-04-11,2024,4,Q2,Central,Himachal Pradesh,Consumer,Electronics,Tablet Air,8,450.0,254.8,0.0,3600.0,2038.4,1561.6,43.38
ORD-01657,2023-08-09,2023,8,Q3,North,Himachal Pradesh,Corporate,Electronics,"Smart TV 55""",7,560.0,396.5,0.2,3920.0,2775.5,1144.5,29.2
ORD-01658,2023-01-14,2023,1,Q1,Central,Uttar Pradesh,Corporate,Beauty,Hair Care Kit,5,46.75,19.41,0.15,233.75,97.05,136.7,58.48
ORD-01659,2023-10-01,2023,10,Q4,North,Haryana,Home Office,Electronics,"Smart TV 55""",1,490.0,381.76,0.3,490.0,381.76,108.24,22.09
ORD-01660,2024-07-30,2024,7,Q3,West,Madhya Pradesh,Home Office,Furniture,Standing Desk,1,550.0,268.48,0.0,550.0,268.48,281.52,51.19
